Student ID,student_name,gender,grade,school_name,reading_score,math_score
28896,Lisa Anderson,F,11th,Rodriguez High School,93,83
35145,Lisa Austin,F,10th,Ford High School,65,68
25899,Lisa Bailey,F,10th,Wright High School,99,91
29813,Lisa Baird,F,10th,Rodriguez High School,82,77
8631,Lisa Baker,F,9th,Hernandez High School,96,57
20907,Lisa Baker,F,10th,Bailey High School,90,57
25217,Lisa Banks,F,10th,Wright High School,87,98
28786,Lisa Barnes,F,12th,Rodriguez High School,66,89
37963,Lisa Barton,F,9th,Thomas High School,97,98
33923,Lisa Beasley,F,11th,Johnson High School,72,68
14366,Lisa Bender,F,11th,Wilson High School,77,69
15111,Lisa Berry,F,11th,Wilson High School,85,71
31807,Lisa Bird,F,11th,Johnson High School,72,93
38607,Lisa Blackburn,F,11th,Thomas High School,87,90
14472,Lisa Blair,F,9th,Wilson High School,80,75
31555,Lisa Booth,F,12th,Johnson High School,89,95
3224,Lisa Boyd,F,9th,Figueroa High School,68,98
10968,Lisa Boyer,F,9th,Hernandez High School,80,91
3763,Lisa Branch,F,10th,Figueroa High School,84,56
245,Lisa Brown,F,9th,Huang High School,99,72
7106,Lisa Brown,F,9th,Shelton High School,69,71
20466,Lisa Brown,F,12th,Bailey High School,67,90
23337,Lisa Brown,F,11th,Pena High School,92,83
31902,Lisa Brown,F,9th,Johnson High School,70,81
33095,Lisa Brown,F,12th,Johnson High School,72,97
38226,Lisa Brown,F,10th,Thomas High School,85,85
14318,Lisa Bruce DVM,F,12th,Wilson High School,69,79
7980,Lisa Bryant,F,9th,Hernandez High School,81,96
14781,Lisa Bryant,F,12th,Wilson High School,94,96
17832,Lisa Burgess,F,10th,Cabrera High School,80,75
16071,Lisa Burke,F,10th,Cabrera High School,70,75
27346,Lisa Burke,F,12th,Rodriguez High School,88,81
13639,Lisa Burns,F,10th,Griffin High School,76,71
32126,Lisa Burns,F,11th,Johnson High School,84,81
38242,Lisa Burton,F,12th,Thomas High School,76,69
5512,Lisa Cain,F,11th,Figueroa High School,92,62
11944,Lisa Calderon,F,11th,Hernandez High School,75,55
28234,Lisa Campbell,F,12th,Rodriguez High School,68,98
18413,Lisa Campos,F,10th,Bailey High School,84,56
38199,Lisa Carlson,F,12th,Thomas High School,71,97
19182,Lisa Carney,F,10th,Bailey High School,79,55
20050,Lisa Carter,F,11th,Bailey High School,96,69
30035,Lisa Casey,F,12th,Johnson High School,87,87
1847,Lisa Cervantes,F,9th,Huang High School,72,85
12163,Lisa Chapman,F,9th,Hernandez High School,91,87
8738,Lisa Cole,F,10th,Hernandez High School,86,73
11055,Lisa Cole,F,9th,Hernandez High School,91,65
20397,Lisa Coleman,F,11th,Bailey High School,71,84
38403,Lisa Coleman,F,9th,Thomas High School,85,92
9156,Lisa Collier,F,9th,Hernandez High School,81,97
29718,Lisa Collier,F,10th,Rodriguez High School,91,70
8496,Lisa Cook,F,11th,Hernandez High School,69,64
30288,Lisa Cook,F,12th,Johnson High School,98,62
5604,Lisa Cox,F,10th,Figueroa High School,65,79
28894,Lisa Crane,F,11th,Rodriguez High School,72,93
16299,Lisa Cross,F,10th,Cabrera High School,79,68
16073,Lisa David,F,11th,Cabrera High School,87,84
20,Lisa Davis,F,10th,Huang High School,91,89
6557,Lisa Davis,F,9th,Shelton High School,85,91
13193,Lisa Davis,F,12th,Griffin High School,90,86
15267,Lisa Davis,F,10th,Wilson High School,99,75
30865,Lisa Davis,F,10th,Johnson High School,90,69
12077,Lisa Dean,F,11th,Hernandez High School,91,81
1202,Lisa Delgado,F,12th,Huang High School,74,75
15687,Lisa Diaz,F,10th,Wilson High School,70,78
5607,Lisa Dickson,F,10th,Figueroa High School,81,63
19198,Lisa Dorsey,F,12th,Bailey High School,83,62
22411,Lisa Duarte,F,11th,Bailey High School,98,80
17321,Lisa Duncan,F,12th,Cabrera High School,98,78
7534,Lisa Dunlap,F,11th,Shelton High School,82,72
34600,Lisa Edwards,F,12th,Johnson High School,94,68
33407,Lisa Elliott,F,9th,Johnson High School,65,57
25415,Lisa Ellis,F,10th,Wright High School,71,89
23261,Lisa Evans,F,10th,Holden High School,86,89
23892,Lisa Farley,F,11th,Pena High School,70,74
36205,Lisa Fisher,F,11th,Ford High School,91,70
38676,Lisa Fitzgerald,F,11th,Thomas High School,72,77
5053,Lisa Floyd,F,11th,Figueroa High School,94,90
2279,Lisa Foster,F,12th,Huang High School,73,87
81,Lisa Frye,F,12th,Huang High School,94,73
10927,Lisa Fuller,F,12th,Hernandez High School,97,76
16516,Lisa Gaines,F,11th,Cabrera High School,78,91
15202,Lisa Galloway,F,9th,Wilson High School,97,81
7576,Lisa Garcia,F,11th,Shelton High School,72,89
20666,Lisa Garcia,F,12th,Bailey High School,75,96
27883,Lisa Garcia,F,11th,Rodriguez High School,66,56
38419,Lisa Gentry,F,9th,Thomas High School,86,81
5096,Lisa Gibson,F,12th,Figueroa High School,95,59
31882,Lisa Gibson,F,11th,Johnson High School,81,55
9140,Lisa Gomez,F,11th,Hernandez High School,73,76
5606,Lisa Gonzales,F,11th,Figueroa High School,94,67
21499,Lisa Gonzalez,F,10th,Bailey High School,69,63
23144,Lisa Gonzalez,F,11th,Holden High School,99,71
23161,Lisa Gonzalez,F,9th,Holden High School,92,89
26301,Lisa Gonzalez,F,11th,Rodriguez High School,81,57
31470,Lisa Gordon,F,11th,Johnson High School,70,87
17548,Lisa Gould,F,9th,Cabrera High School,78,72
13247,Lisa Graham,F,11th,Griffin High School,75,69
25482,Lisa Graham,F,9th,Wright High School,70,71
37232,Lisa Gray,F,11th,Ford High School,74,79
21795,Lisa Green,F,10th,Bailey High School,80,76
25343,Lisa Gregory,F,10th,Wright High School,72,97
3205,Lisa Griffin,F,9th,Figueroa High School,93,85
9660,Lisa Griffin,F,9th,Hernandez High School,77,92
2055,Lisa Guerrero MD,F,10th,Huang High School,95,63
11723,Lisa Hall,F,10th,Hernandez High School,64,99
30876,Lisa Haney,F,12th,Johnson High School,89,55
32207,Lisa Haney,F,11th,Johnson High School,73,85
31483,Lisa Hansen,F,11th,Johnson High School,66,71
10921,Lisa Harper,F,12th,Hernandez High School,72,91
16445,Lisa Harris,F,9th,Cabrera High School,71,88
18477,Lisa Harris,F,9th,Bailey High School,68,89
1484,Lisa Harrison,F,12th,Huang High School,70,84
34868,Lisa Hart,F,9th,Ford High School,98,55
37433,Lisa Hart,F,9th,Ford High School,71,80
31008,Lisa Harvey,F,11th,Johnson High School,63,78
12231,Lisa Hayes,F,11th,Hernandez High School,94,91
24773,Lisa Hayes,F,11th,Wright High School,89,76
35628,Lisa Heath,F,11th,Ford High School,96,85
21025,Lisa Henderson,F,11th,Bailey High School,77,80
5953,Lisa Henson,F,12th,Shelton High School,69,81
3935,Lisa Hernandez,F,9th,Figueroa High School,83,72
12014,Lisa Hernandez,F,10th,Hernandez High School,95,60
21566,Lisa Hernandez,F,11th,Bailey High School,73,83
27741,Lisa Hernandez,F,10th,Rodriguez High School,75,93
34121,Lisa Hernandez MD,F,10th,Johnson High School,75,79
853,Lisa Hogan,F,11th,Huang High School,95,55
7539,Lisa Hoover,F,11th,Shelton High School,73,95
9868,Lisa Hoover,F,9th,Hernandez High School,80,70
33002,Lisa Horn,F,11th,Johnson High School,90,72
4024,Lisa Houston,F,12th,Figueroa High School,88,71
5184,Lisa Howard,F,11th,Figueroa High School,85,88
33970,Lisa Howe,F,9th,Johnson High School,66,91
29665,Lisa Hudson,F,11th,Rodriguez High School,95,87
4635,Lisa Huff,F,10th,Figueroa High School,66,61
9748,Lisa Hughes,F,10th,Hernandez High School,83,91
14067,Lisa Hunter,F,11th,Wilson High School,74,80
37757,Lisa Hunter,F,10th,Thomas High School,70,68
38896,Lisa Jackson,F,12th,Thomas High School,69,88
27942,Lisa James,F,10th,Rodriguez High School,64,76
11596,Lisa Jimenez,F,11th,Hernandez High School,84,73
2681,Lisa Johns,F,11th,Huang High School,70,93
2215,Lisa Johnson,F,11th,Huang High School,89,78
9618,Lisa Johnson,F,9th,Hernandez High School,77,61
10563,Lisa Johnson,F,9th,Hernandez High School,83,87
11995,Lisa Johnson,F,9th,Hernandez High School,66,83
13399,Lisa Johnson,F,11th,Griffin High School,93,97
21549,Lisa Johnson,F,11th,Bailey High School,76,80
27679,Lisa Johnson,F,11th,Rodriguez High School,89,85
31140,Lisa Johnson,F,10th,Johnson High School,80,72
8085,Lisa Jones,F,10th,Hernandez High School,96,93
12616,Lisa Jones,F,12th,Griffin High School,88,88
16103,Lisa Jones,F,12th,Cabrera High School,81,78
19102,Lisa Jones,F,9th,Bailey High School,77,76
33071,Lisa Jones,F,10th,Johnson High School,89,55
35510,Lisa Jones,F,11th,Ford High School,95,96
37203,Lisa Jones,F,12th,Ford High School,83,86
37866,Lisa Jones,F,9th,Thomas High School,92,69
27705,Lisa Joyce,F,11th,Rodriguez High School,68,86
23211,Lisa Keller,F,9th,Holden High School,70,77
23028,Lisa Kelley,F,9th,Holden High School,71,77
31129,Lisa Kelley,F,11th,Johnson High School,82,59
4590,Lisa Kelly,F,12th,Figueroa High School,96,94
16806,Lisa Kennedy,F,12th,Cabrera High School,76,99
39087,Lisa Kennedy,F,9th,Thomas High School,94,68
10107,Lisa Kerr,F,9th,Hernandez High School,90,71
6807,Lisa King,F,9th,Shelton High School,71,72
37895,Lisa King,F,10th,Thomas High School,99,69
9432,Lisa Knight,F,11th,Hernandez High School,95,80
18192,Lisa Knight,F,10th,Bailey High School,87,56
22667,Lisa Knight,F,10th,Bailey High School,98,93
18647,Lisa Lang,F,11th,Bailey High School,76,99
4297,Lisa Le,F,9th,Figueroa High School,88,72
27664,Lisa Le,F,10th,Rodriguez High School,73,82
17984,Lisa Lee,F,10th,Bailey High School,70,89
31462,Lisa Lee,F,9th,Johnson High School,75,99
14492,Lisa Leon,F,11th,Wilson High School,85,91
30856,Lisa Lester,F,10th,Johnson High School,88,70
36762,Lisa Lewis,F,9th,Ford High School,89,92
75,Lisa Long,F,10th,Huang High School,87,62
12268,Lisa Long,F,10th,Griffin High School,80,91
25966,Lisa Long,F,10th,Wright High School,87,93
27998,Lisa Long,F,12th,Rodriguez High School,69,62
25908,Lisa Lopez,F,10th,Wright High School,89,83
14247,Lisa Lowe,F,9th,Wilson High School,93,73
31438,Lisa Lucas,F,9th,Johnson High School,89,86
17641,Lisa Lyons,F,9th,Cabrera High School,97,79
30720,Lisa Lyons,F,9th,Johnson High School,88,70
11345,Lisa Mack,F,9th,Hernandez High School,86,80
19033,Lisa Mahoney,F,11th,Bailey High School,68,61
15895,Lisa Marshall,F,11th,Wilson High School,82,75
5959,Lisa Martin,F,11th,Shelton High School,86,92
8063,Lisa Martin,F,12th,Hernandez High School,90,55
12891,Lisa Martinez,F,12th,Griffin High School,97,96
20434,Lisa Martinez,F,10th,Bailey High School,72,63
25742,Lisa Martinez,F,10th,Wright High School,85,70
12114,Lisa May,F,12th,Hernandez High School,71,64
20280,Lisa Mccall,F,11th,Bailey High School,87,80
36530,Lisa Mccarty,F,10th,Ford High School,63,70
32678,Lisa Mccoy,F,12th,Johnson High School,78,86
33006,Lisa Mccoy,F,9th,Johnson High School,69,57
17500,Lisa Mcdowell,F,11th,Cabrera High School,89,78
12360,Lisa Mcgee,F,11th,Griffin High School,89,74
35386,Lisa Mcknight,F,9th,Ford High School,83,84
4183,Lisa Mclean,F,11th,Figueroa High School,89,58
25404,Lisa Mcmillan,F,12th,Wright High School,79,80
10300,Lisa Mendez,F,9th,Hernandez High School,85,68
34262,Lisa Mendoza,F,10th,Johnson High School,88,67
10610,Lisa Miller,F,9th,Hernandez High School,73,93
18699,Lisa Miller,F,11th,Bailey High School,98,83
21355,Lisa Mitchell,F,11th,Bailey High School,91,76
32908,Lisa Monroe DDS,F,10th,Johnson High School,69,82
14949,Lisa Montes,F,9th,Wilson High School,71,81
38217,Lisa Moore,F,10th,Thomas High School,82,87
36152,Lisa Morales,F,10th,Ford High School,73,85
6559,Lisa Morris,F,10th,Shelton High School,98,70
16228,Lisa Morris,F,9th,Cabrera High School,97,86
33404,Lisa Morris,F,9th,Johnson High School,89,66
17429,Lisa Morrison,F,11th,Cabrera High School,76,95
32045,Lisa Mullins,F,10th,Johnson High School,85,83
24962,Lisa Munoz,F,12th,Wright High School,83,85
20264,Lisa Murray,F,9th,Bailey High School,78,89
18515,Lisa Myers,F,9th,Bailey High School,80,65
24654,Lisa Newton,F,11th,Wright High School,89,92
3026,Lisa Nguyen,F,11th,Figueroa High School,77,78
23327,Lisa Nguyen,F,12th,Pena High School,99,96
25505,Lisa Nichols,F,12th,Wright High School,78,97
3397,Lisa Olson,F,11th,Figueroa High School,93,94
18977,Lisa Olson,F,11th,Bailey High School,99,62
15253,Lisa Ortiz,F,10th,Wilson High School,87,97
16859,Lisa Ortiz,F,10th,Cabrera High School,75,80
30136,Lisa Osborn,F,12th,Johnson High School,70,74
542,Lisa Osborne,F,9th,Huang High School,86,69
14470,Lisa Osborne,F,11th,Wilson High School,74,95
21533,Lisa Pacheco,F,10th,Bailey High School,88,99
8962,Lisa Patel,F,10th,Hernandez High School,68,76
4463,Lisa Patterson,F,9th,Figueroa High School,74,66
36568,Lisa Perez,F,9th,Ford High School,63,87
34330,Lisa Perkins,F,12th,Johnson High School,77,67
36055,Lisa Peterson,F,10th,Ford High School,74,70
15255,Lisa Phillips,F,9th,Wilson High School,96,80
32303,Lisa Pierce,F,10th,Johnson High School,92,59
21192,Lisa Pineda,F,9th,Bailey High School,86,67
37117,Lisa Powell,F,12th,Ford High School,85,78
38538,Lisa Price,F,9th,Thomas High School,96,99
27829,Lisa Prince,F,10th,Rodriguez High School,71,81
83,Lisa Ramirez,F,12th,Huang High School,64,76
7038,Lisa Ramirez,F,9th,Shelton High School,88,83
26365,Lisa Ramos,F,9th,Rodriguez High School,85,66
38057,Lisa Ramos,F,9th,Thomas High School,88,87
13905,Lisa Randolph,F,10th,Wilson High School,79,80
30809,Lisa Reed,F,9th,Johnson High School,81,68
32467,Lisa Reed,F,10th,Johnson High School,73,85
10652,Lisa Reynolds,F,10th,Hernandez High School,74,82
22995,Lisa Reynolds,F,11th,Holden High School,76,68
26416,Lisa Rich,F,12th,Rodriguez High School,81,62
19055,Lisa Richards,F,9th,Bailey High School,96,66
29038,Lisa Riley,F,11th,Rodriguez High School,66,66
35834,Lisa Robbins,F,11th,Ford High School,74,73
36955,Lisa Roberts,F,9th,Ford High School,78,95
33462,Lisa Rodgers,F,10th,Johnson High School,83,69
22861,Lisa Rodriguez,F,11th,Holden High School,81,97
25938,Lisa Rodriguez,F,9th,Wright High School,69,84
25308,Lisa Rose,F,10th,Wright High School,74,92
5127,Lisa Ross,F,12th,Figueroa High School,78,76
13855,Lisa Ross,F,12th,Wilson High School,95,89
4848,Lisa Ryan,F,9th,Figueroa High School,95,80
20176,Lisa Sanchez,F,9th,Bailey High School,74,67
4856,Lisa Sanders,F,10th,Figueroa High School,91,82
17863,Lisa Sanders,F,9th,Cabrera High School,96,89
28350,Lisa Sanders,F,11th,Rodriguez High School,80,90
33127,Lisa Sandoval,F,10th,Johnson High School,94,71
32147,Lisa Schneider,F,9th,Johnson High School,75,69
24666,Lisa Schroeder,F,12th,Wright High School,70,69
24641,Lisa Sexton,F,10th,Wright High School,92,98
2820,Lisa Shaw,F,10th,Huang High School,68,69
6532,Lisa Silva,F,11th,Shelton High School,72,83
26737,Lisa Simmons,F,11th,Rodriguez High School,92,76
5427,Lisa Smith,F,9th,Figueroa High School,90,64
6287,Lisa Smith,F,10th,Shelton High School,91,90
6785,Lisa Smith,F,11th,Shelton High School,70,76
9961,Lisa Smith,F,10th,Hernandez High School,99,83
11781,Lisa Smith,F,10th,Hernandez High School,89,63
13927,Lisa Smith,F,12th,Wilson High School,89,68
17078,Lisa Smith,F,9th,Cabrera High School,88,78
22220,Lisa Smith,F,12th,Bailey High School,80,86
24075,Lisa Smith,F,9th,Pena High School,90,88
32807,Lisa Smith,F,10th,Johnson High School,69,84
35452,Lisa Smith,F,9th,Ford High School,82,89
8039,Lisa Snyder,F,12th,Hernandez High School,68,83
4881,Lisa Spencer,F,12th,Figueroa High School,74,64
8617,Lisa Stevens,F,10th,Hernandez High School,93,66
6582,Lisa Summers,F,9th,Shelton High School,95,99
33493,Lisa Tapia,F,9th,Johnson High School,88,86
23817,Lisa Tate,F,11th,Pena High School,87,98
6274,Lisa Taylor,F,12th,Shelton High School,94,90
13036,Lisa Thomas,F,12th,Griffin High School,90,82
34123,Lisa Thomas,F,12th,Johnson High School,98,60
9022,Lisa Thompson,F,9th,Hernandez High School,93,99
21631,Lisa Thompson,F,11th,Bailey High School,80,60
30234,Lisa Thornton,F,12th,Johnson High School,79,82
16276,Lisa Todd,F,10th,Cabrera High School,95,72
33180,Lisa Torres,F,10th,Johnson High School,78,93
38316,Lisa Tucker,F,12th,Thomas High School,76,73
10886,Lisa Turner,F,10th,Hernandez High School,96,93
24721,Lisa Turner,F,11th,Wright High School,93,94
22965,Lisa Valdez,F,10th,Holden High School,83,73
33702,Lisa Vance DVM,F,9th,Johnson High School,95,93
17547,Lisa Vasquez,F,11th,Cabrera High School,70,71
21715,Lisa Vasquez,F,9th,Bailey High School,72,90
27198,Lisa Vasquez,F,10th,Rodriguez High School,66,81
7226,Lisa Vaughn,F,10th,Shelton High School,69,72
27650,Lisa Velasquez MD,F,11th,Rodriguez High School,89,99
14127,Lisa Villa,F,12th,Wilson High School,84,98
9940,Lisa Villanueva,F,12th,Hernandez High School,66,75
21725,Lisa Walker,F,11th,Bailey High School,81,98
27933,Lisa Walker,F,10th,Rodriguez High School,74,56
28985,Lisa Walker,F,9th,Rodriguez High School,66,67
37256,Lisa Walker,F,11th,Ford High School,94,63
7073,Lisa Wallace,F,11th,Shelton High School,87,91
32562,Lisa Walter,F,10th,Johnson High School,70,76
12605,Lisa Wang,F,12th,Griffin High School,90,82
38519,Lisa Ward,F,10th,Thomas High School,92,92
267,Lisa Warren,F,12th,Huang High School,70,81
19513,Lisa Waters,F,12th,Bailey High School,86,59
37098,Lisa Waters,F,10th,Ford High School,67,89
24370,Lisa Watson,F,10th,Wright High School,92,94
31599,Lisa Watson,F,9th,Johnson High School,91,92
23590,Lisa West,F,10th,Pena High School,85,92
23114,Lisa Wheeler,F,10th,Holden High School,69,68
4665,Lisa White,F,9th,Figueroa High School,77,60
36203,Lisa Whitehead,F,10th,Ford High School,78,94
8159,Lisa Whitney,F,10th,Hernandez High School,64,73
4746,Lisa Wilcox,F,9th,Figueroa High School,95,62
7542,Lisa Wiley,F,10th,Shelton High School,96,91
1880,Lisa Williams,F,12th,Huang High School,84,77
32831,Lisa Williams,F,10th,Johnson High School,83,57
8311,Lisa Willis,F,10th,Hernandez High School,74,69
5777,Lisa Wilson,F,10th,Figueroa High School,82,99
8066,Lisa Wilson,F,11th,Hernandez High School,79,74
35359,Lisa Wilson,F,11th,Ford High School,87,78
24900,Lisa Wong,F,11th,Wright High School,91,90
17787,Lisa Woodard,F,10th,Cabrera High School,85,86
9536,Lisa Wright,F,11th,Hernandez High School,84,94
10604,Lisa Wright,F,12th,Hernandez High School,79,75
12307,Lisa Young,F,9th,Griffin High School,73,92
19176,Lisa Zimmerman DVM,F,11th,Bailey High School,83,84
15052,Logan Anderson,M,10th,Wilson High School,77,90
25603,Logan Avery,M,10th,Wright High School,93,82
23852,Logan Bennett,M,9th,Pena High School,96,79
18247,Logan Boone,M,11th,Bailey High School,93,59
24849,Logan Burgess,M,9th,Wright High School,87,83
29087,Logan Coleman,M,11th,Rodriguez High School,90,89
7866,Logan Cummings,M,10th,Hernandez High School,87,77
33287,Logan Gibson,M,12th,Johnson High School,84,82
27201,Logan Green,M,10th,Rodriguez High School,83,79
24347,Logan Kennedy,M,11th,Wright High School,81,71
12676,Logan Lewis,M,12th,Griffin High School,95,95
32438,Logan Mcclure,M,11th,Johnson High School,96,72
13983,Logan Miles,M,10th,Wilson High School,82,76
31977,Logan Miller,M,9th,Johnson High School,63,61
34774,Logan Miller,M,11th,Johnson High School,81,57
15474,Logan Oconnell PhD,M,10th,Wilson High School,85,76
38957,Logan Osborn,M,12th,Thomas High School,85,70
29579,Logan Russell,M,11th,Rodriguez High School,79,67
5664,Logan Ward MD,M,9th,Figueroa High School,80,60
27009,Logan Warren,M,9th,Rodriguez High School,64,70
38830,Logan White,M,10th,Thomas High School,84,98
29398,Logan Williams,M,9th,Rodriguez High School,92,87
14418,Lonnie Allen II,M,11th,Wilson High School,96,84
1618,Lonnie Burns,M,10th,Huang High School,70,89
5753,Lonnie Carr,M,9th,Figueroa High School,86,84
7506,Lonnie Hawkins,M,11th,Shelton High School,94,73
21504,Lonnie Herrera,M,12th,Bailey High School,97,87
18980,Loretta Dawson,F,11th,Bailey High School,92,57
26143,Loretta Fisher,F,11th,Rodriguez High School,67,98
31804,Loretta Mills,F,9th,Johnson High School,84,78
22204,Loretta Perez,F,9th,Bailey High School,93,80
33963,Loretta Williams,F,12th,Johnson High School,99,88
16571,Loretta Woods,F,10th,Cabrera High School,71,99
33333,Lori Anderson,F,10th,Johnson High School,92,91
31974,Lori Bailey,F,12th,Johnson High School,96,60
32512,Lori Baird,F,11th,Johnson High School,81,59
3632,Lori Baker,F,12th,Figueroa High School,92,66
21036,Lori Baker,F,10th,Bailey High School,89,62
20408,Lori Barry,F,10th,Bailey High School,91,95
27119,Lori Bates,F,10th,Rodriguez High School,92,82
36533,Lori Beck,F,11th,Ford High School,86,62
36808,Lori Bell,F,10th,Ford High School,73,56
23445,Lori Bishop,F,11th,Pena High School,96,74
24786,Lori Bishop,F,9th,Wright High School,98,96
3343,Lori Brennan,F,12th,Figueroa High School,86,64
5699,Lori Brown,F,12th,Figueroa High School,87,58
9821,Lori Brown,F,9th,Hernandez High School,89,93
15646,Lori Brown MD,F,10th,Wilson High School,84,72
8156,Lori Bruce,F,12th,Hernandez High School,68,99
29553,Lori Burnett,F,11th,Rodriguez High School,69,93
3334,Lori Butler,F,11th,Figueroa High School,79,86
12758,Lori Camacho,F,12th,Griffin High School,80,69
29510,Lori Chavez,F,12th,Rodriguez High School,97,97
28016,Lori Clarke,F,10th,Rodriguez High School,70,86
15594,Lori Coffey,F,11th,Wilson High School,83,90
30509,Lori Coleman,F,12th,Johnson High School,83,68
7305,Lori Collins,F,12th,Shelton High School,98,68
4646,Lori Cooley,F,9th,Figueroa High School,63,75
7802,Lori Cooper,F,12th,Hernandez High School,71,95
14531,Lori Cortez,F,11th,Wilson High School,97,88
12144,Lori Cowan,F,10th,Hernandez High School,88,99
27583,Lori Cross,F,11th,Rodriguez High School,72,73
3609,Lori Cummings,F,11th,Figueroa High School,68,57
28426,Lori Davis,F,9th,Rodriguez High School,93,78
14059,Lori Day,F,10th,Wilson High School,81,74
39090,Lori Dickson,F,9th,Thomas High School,81,83
252,Lori Evans,F,10th,Huang High School,99,66
28876,Lori Evans,F,9th,Rodriguez High School,68,73
29918,Lori Evans,F,9th,Rodriguez High School,91,85
23486,Lori Fields,F,12th,Pena High School,85,76
1463,Lori Figueroa,F,12th,Huang High School,89,70
21109,Lori Foster,F,10th,Bailey High School,94,93
20848,Lori Gaines,F,11th,Bailey High School,97,55
28984,Lori Garcia,F,12th,Rodriguez High School,87,86
13049,Lori Garrett,F,9th,Griffin High School,84,89
5492,Lori Gray,F,11th,Figueroa High School,79,78
17695,Lori Hale,F,10th,Cabrera High School,94,99
2296,Lori Harris,F,11th,Huang High School,91,69
35282,Lori Harris,F,9th,Ford High School,88,63
25236,Lori Hayes,F,9th,Wright High School,77,70
11558,Lori Hernandez,F,9th,Hernandez High School,95,90
14573,Lori Hernandez,F,12th,Wilson High School,83,89
28928,Lori Hernandez,F,9th,Rodriguez High School,70,74
29046,Lori Hernandez,F,9th,Rodriguez High School,75,67
582,Lori Holmes,F,9th,Huang High School,72,94
18208,Lori Holt,F,11th,Bailey High School,78,62
36890,Lori Howard,F,11th,Ford High School,72,81
1163,Lori Huang,F,12th,Huang High School,86,58
17157,Lori Huffman,F,9th,Cabrera High School,74,96
33698,Lori Ibarra,F,9th,Johnson High School,64,59
36149,Lori Jacobson,F,11th,Ford High School,98,72
38435,Lori Jenkins,F,11th,Thomas High School,95,99
11133,Lori Johnson,F,9th,Hernandez High School,93,59
24794,Lori Johnson,F,11th,Wright High School,80,68
37491,Lori Johnson,F,11th,Ford High School,71,70
8398,Lori Kane,F,11th,Hernandez High School,77,98
3531,Lori Kent,F,9th,Figueroa High School,92,78
27087,Lori King,F,11th,Rodriguez High School,68,90
17879,Lori Lambert,F,11th,Bailey High School,93,80
18670,Lori Lee,F,9th,Bailey High School,69,77
10735,Lori Mack,F,9th,Hernandez High School,78,83
15482,Lori Martin,F,9th,Wilson High School,96,86
25003,Lori Martin,F,12th,Wright High School,91,86
37409,Lori Martin,F,11th,Ford High School,75,94
13395,Lori Martinez,F,11th,Griffin High School,73,94
10488,Lori Mccann,F,10th,Hernandez High School,75,72
16265,Lori Mejia,F,12th,Cabrera High School,94,70
10780,Lori Miller,F,9th,Hernandez High School,81,89
16455,Lori Miller,F,11th,Cabrera High School,69,77
9688,Lori Mitchell,F,10th,Hernandez High School,84,56
20651,Lori Mitchell,F,11th,Bailey High School,70,68
19960,Lori Mitchell DDS,F,9th,Bailey High School,87,99
11310,Lori Moore,F,9th,Hernandez High School,76,67
23107,Lori Moore,F,9th,Holden High School,82,68
39152,Lori Moore,F,9th,Thomas High School,98,84
8338,Lori Morris,F,9th,Hernandez High School,88,58
37118,Lori Nguyen,F,10th,Ford High School,77,99
6119,Lori Norman,F,9th,Shelton High School,81,94
20492,Lori Nunez,F,10th,Bailey High School,76,91
37178,Lori Odonnell,F,9th,Ford High School,71,91
14675,Lori Ortiz,F,12th,Wilson High School,87,73
18956,Lori Ortiz,F,11th,Bailey High School,64,63
31956,Lori Owens,F,9th,Johnson High School,90,71
9393,Lori Parker,F,9th,Hernandez High School,99,81
15802,Lori Parks,F,12th,Wilson High School,81,78
28701,Lori Payne,F,9th,Rodriguez High School,73,68
28507,Lori Perez,F,11th,Rodriguez High School,94,70
14034,Lori Peters,F,11th,Wilson High School,99,89
24827,Lori Ramirez,F,10th,Wright High School,74,74
8539,Lori Randolph,F,10th,Hernandez High School,76,80
31581,Lori Rios,F,9th,Johnson High School,94,72
14889,Lori Rivas,F,10th,Wilson High School,88,76
3569,Lori Rivera,F,10th,Figueroa High School,92,92
32362,Lori Robinson,F,9th,Johnson High School,82,68
34636,Lori Robinson,F,10th,Johnson High School,66,64
31000,Lori Salinas,F,12th,Johnson High School,91,56
9250,Lori Schmidt,F,9th,Hernandez High School,84,70
33776,Lori Sharp,F,11th,Johnson High School,92,63
32544,Lori Simpson,F,11th,Johnson High School,99,82
32676,Lori Small,F,11th,Johnson High School,65,89
18671,Lori Smith,F,9th,Bailey High School,75,66
1838,Lori Spencer,F,10th,Huang High School,93,65
10571,Lori Stewart,F,9th,Hernandez High School,81,89
23690,Lori Stewart,F,10th,Pena High School,94,99
26383,Lori Stewart,F,11th,Rodriguez High School,70,79
4317,Lori Stone,F,11th,Figueroa High School,88,57
32670,Lori Sullivan,F,10th,Johnson High School,94,91
974,Lori Taylor,F,9th,Huang High School,79,63
326,Lori Villarreal,F,9th,Huang High School,66,81
28379,Lori Wade,F,10th,Rodriguez High School,88,64
14443,Lori Walker,F,11th,Wilson High School,87,85
37202,Lori Warner,F,12th,Ford High School,84,69
22207,Lori Weaver,F,12th,Bailey High School,64,71
36579,Lori Welch,F,10th,Ford High School,82,89
1429,Lori Wells,F,9th,Huang High School,88,76
2695,Lori White,F,10th,Huang High School,88,63
38665,Lori Wilkerson,F,12th,Thomas High School,97,81
8583,Lori Williams,F,10th,Hernandez High School,96,87
21973,Lori Williams,F,11th,Bailey High School,87,85
